"Catégorie";"ID";"Label IEATC";"Correspondance MTC";"Patterns directs";"Expressions sémantiques reconnues"
"tristesse profonde";;;"po perturbe melancolie profonde tristesse metal";;
"tendons fragiles";;;"tendons foie vb tendons fragiles foie ne gouverne plus les tendons";;
"ligaments fragiles";;;"tendons foie vb ligaments non nourris foie vb tendons";;
"tendons non nourris";;;"tendons foie vb tendons non nourris vide yin foie vide sang foie";;
"tendons qui lachent";;;"tendons foie vb tendons fragiles";;
"genou qui craque";;;"tendons foie vb tendons fragiles gonalgie";;
"tendinopathie sur vide de foie";;;"tendons foie vb vide sang foie foie ne gouverne plus les tendons";;
"tai xi";;;"3r";;
"tai chong";;;"3f";;
"zu san li";;;"36e";;
"san yin jiao";;;"6rte";;
"shen men";;;"7c";;
"he gu";;;"4gi";;
"lie que";;;"7p";;
"nei guan";;;"6mc";;
"tian shu";;;"25e";;
"zhong wan";;;"12jm";;
"guan yuan";;;"4jm";;
"ming men";;;"4tm";;
"bai hui";;;"20tm";;
"fengchi";;;"20vb";;
"feng chi";;;"20vb";;
"yang ling quan";;;"34vb";;
"tai bai";;;"3rte";;
"yin ling quan";;;"9rte";;
"qu quan";;;"8f";;
"fu liu";;;"7r";;
"zhao hai";;;"6r";;
"da zhong";;;"4r";;
"shen shu";;;"23v";;
"fei shu";;;"13v";;
"gan shu";;;"18v";;
"pi shu";;;"20v";;
"xin shu";;;"15v";;
"da chang shu";;;"25v";;
"guan yuan shu";;;"26v";;
"chi ze";;;"5p";;
"kong zui";;;"6p";;
"yu ji";;;"10p";;
"zu lin qi";;;"41vb";;
"dan zhong";;;"17jm";;
"qi hai";;;"6jm";;
"zhong ji";;;"3jm";;
"shui fen";;;"9jm";;
"xue hai";;;"10rte";;
"feng long";;;"40e";;
"tian tu";;;"22jm";;
"lian quan";;;"23jm";;
"bai hui";;;"20tm";;
"yin tang";;;"yin tang";;
"yong quan";;;"1r";;
"da ling";;;"7mc";;
"jian shi";;;"5mc";;
"tae xi";;;"3r";;
"tai tchong";;;"3f";;
"tsou san li";;;"36e";;
"san yin tsiao";;;"6rte";;
"chen men";;;"7c";;
"ho kou";;;"4gi";;
"lie tsiue";;;"7p";;
"nei kouan";;;"6mc";;
"tae pai";;;"3rte";;
"yin ling tsuan";;;"9rte";;
"tsiu tsuan";;;"8f";;
"fou lieou";;;"7r";;
"tcheou hai";;;"6r";;
"chen chou";;;"23v";;
"fong tche";;;"20vb";;
"yang ling tsuan";;;"34vb";;
"energie nutritive";;;"iong iong insuffisante";;
"ying qi";;;"iong iong insuffisante";;
"energie defensive";;;"oe wei qi oe en plenitude";;
"wei qi";;;"oe";;
"energie ancestrale";;;"tsing jing vide de jing tsing epuise";;
"energie vitale";;;"tchi qi vide de qi";;
"jing qi";;;"tsing vide de jing jing epuise";;
"yuan qi";;;"yuan tchi energie ancestrale";;
"zong qi";;;"tsong tchi";;
"zhen qi";;;"tcheung tchi tchi";;
"xue";;;"sang vide de sang";;
"jin ye";;;"jin ye insuffisants liquides insuffisants";;
"merveilleux vaisseaux";;;"du mai ren mai yang qiao yin qiao chong mai dai mai yang wei mo yin wei mo";;
"qi jing ba mai";;;"du mai ren mai yang qiao yin qiao chong mai dai mai yang wei mo yin wei mo";;
"blocage de l estomac";;;"stagnation qi estomac estomac bloque";;
"blocage d estomac";;;"stagnation qi estomac estomac bloque";;
"estomac bloque";;;"stagnation qi estomac";;
"estomac qui se bloque";;;"stagnation qi estomac";;
"estomac obstrue";;;"stagnation qi estomac";;
"estomac sature";;;"stagnation qi estomac stagnation nourriture";;
"estomac ne fait pas descendre";;;"rebellion qi estomac stagnation qi estomac";;
"estomac ne descend plus";;;"rebellion qi estomac";;
"qi de l estomac ne descend";;;"rebellion qi estomac";;
"qi de l estomac rebelle";;;"rebellion qi estomac";;
"estomac rebelle";;;"rebellion qi estomac";;
"qi d estomac rebelle";;;"rebellion qi estomac";;
"reflux gastrique";;;"rebellion qi estomac chaleur estomac";;
"nausees par blocage";;;"rebellion qi estomac stagnation qi estomac";;
"digestion bloquee dans l estomac";;;"stagnation qi estomac stagnation nourriture";;
"blocage de la rate";;;"stagnation qi rate rate bloquee";;
"blocage a la rate";;;"stagnation qi rate rate bloquee";;
"rate bloquee";;;"stagnation qi rate";;
"rate qui se bloque";;;"stagnation qi rate";;
"rate obstrue";;;"stagnation qi rate";;
"sang du foie stagnant";;;"stagnation sang foie foie sang stagnant";;
"sang stagnant au foie";;;"stagnation sang foie";;
"stase de sang au foie";;;"stagnation sang foie stase sanguine foie";;
"sang bloque au foie";;;"stagnation sang foie";;
"sang du foie qui se bloque";;;"stagnation sang foie";;
"caillots menstruels";;;"stagnation sang foie stagnation de sang";;
"regles avec caillots";;;"stagnation sang foie stagnation de sang";;
"regles sombres";;;"stagnation sang foie vide sang foie";;
"yang apparent de vb";;;"yang apparent vb feu vide yang foie montant";;
"yang apparent vb";;;"yang apparent vb feu vide yang foie montant";;
"faux yang de vb";;;"yang apparent vb feu vide";;
"faux yang vb";;;"yang apparent vb feu vide";;
"yang flottant de vb";;;"yang apparent vb yang flottant feu vide";;
"yang non ancre vb";;;"yang apparent vb yang non ancre feu vide";;
"yang de vb qui monte";;;"yang apparent vb yang foie montant";;
"yang vb montant";;;"yang apparent vb yang foie montant";;
"yang apparent du foie";;;"yang apparent foie feu vide yang foie montant";;
"yang apparent foie";;;"yang apparent foie feu vide";;
"faux yang du foie";;;"yang apparent foie feu vide";;
"yang flottant du foie";;;"yang apparent foie yang flottant feu vide";;
"foie en vide de qi";;;"vide qi foie foie affaibli";;
"foie energetiquement vide";;;"vide qi foie";;
"foie manque de qi";;;"vide qi foie";;
"qi ne descend pas";;;"rebellion qi estomac descente perturbee";;
"descente perturbee";;;"rebellion qi estomac";;
"qi monte en rebellion";;;"rebellion qi estomac yang foie montant";;
"qi rebelle";;;"rebellion qi estomac";;
"hoquet chronique";;;"rebellion qi estomac";;
"vomissements chroniques";;;"rebellion qi estomac stagnation qi estomac";;
"stagnation du foie";;;"stagnation qi foie foie bloque";;
"stagnation au foie";;;"stagnation qi foie foie bloque";;
"stagnation de l energie du foie";;;"stagnation qi foie foie bloque";;
"stagnation du qi du foie";;;"stagnation qi foie";;
"stagnation de qi foie";;;"stagnation qi foie";;
"foie en stagnation";;;"stagnation qi foie foie bloque";;
"le foie stagne";;;"stagnation qi foie foie bloque";;
"foie qui stagne";;;"stagnation qi foie foie bloque";;
"stagnation de la vesicule";;;"stagnation qi foie bois qui se bloque";;
"stagnation de la vb";;;"stagnation qi foie bois qui se bloque";;
"stagnation du bois vb";;;"stagnation qi foie bois qui se bloque";;
"blocage de la vb";;;"stagnation qi foie bois qui se bloque";;
"blocage de la vesicule";;;"stagnation qi foie bois qui se bloque";;
"vesicule bloquee";;;"stagnation qi foie bois qui se bloque";;
"vb stagnante";;;"stagnation qi foie bois qui se bloque";;
"stagnation de l estomac";;;"stagnation qi estomac estomac bloque";;
"stagnation a l estomac";;;"stagnation qi estomac estomac bloque";;
"stagnation du qi de l estomac";;;"stagnation qi estomac";;
"estomac en stagnation";;;"stagnation qi estomac";;
"l estomac stagne";;;"stagnation qi estomac";;
"stagnation de qi d estomac";;;"stagnation qi estomac";;
"stagnation de la rate";;;"stagnation qi rate rate bloquee";;
"stagnation a la rate";;;"stagnation qi rate rate bloquee";;
"stagnation du qi de la rate";;;"stagnation qi rate";;
"rate en stagnation";;;"stagnation qi rate";;
"la rate stagne";;;"stagnation qi rate";;
"stagnation du poumon";;;"obstruction meridien stagnation qi";;
"blocage du poumon";;;"obstruction meridien stagnation qi";;
"poumon bloque";;;"obstruction meridien stagnation qi poumon";;
"poumon en stagnation";;;"obstruction meridien stagnation qi poumon";;
"qi du poumon bloque";;;"obstruction meridien vide qi poumon";;
"qi du poumon stagnant";;;"obstruction meridien stagnation qi";;
"stagnation du coeur";;;"stagnation de sang stagnation qi";;
"blocage du coeur";;;"stagnation de sang obstruction meridien";;
"coeur bloque";;;"stagnation de sang stagnation qi";;
"qi du coeur bloque";;;"stagnation qi vide qi coeur";;
"stagnation du rein";;;"obstruction meridien stagnation qi";;
"blocage du rein";;;"obstruction meridien stagnation qi";;
"rein bloque";;;"obstruction meridien stagnation qi";;
"energie bloquee";;;"stagnation qi foie bloque";;
"circulation bloquee";;;"stagnation qi obstruction meridien";;
"qi bloque";;;"stagnation qi";;
"le qi ne circule plus";;;"stagnation qi obstruction meridien";;
"le qi ne circule pas";;;"stagnation qi obstruction meridien";;
"qi en stagnation";;;"stagnation qi";;
"qi stagnant";;;"stagnation qi";;
"tsang foie";;;"foie zang foie";;
"tsang rate";;;"rate zang rate";;
"tsang coeur";;;"coeur zang coeur";;
"tsang poumon";;;"poumon zang poumon";;
"tsang rein";;;"rein zang rein";;
"les tsang";;;"organes yin tsang zang";;
"les cinq tsang";;;"organes yin tsang zang foie rate coeur poumon rein";;
"fu estomac";;;"estomac fu";;
"fu vesicule biliaire";;;"vesicule biliaire fu";;
"fu intestin grele";;;"intestin grele fu";;
"fu gros intestin";;;"gros intestin fu";;
"fu vessie";;;"vessie fu";;
"les fu";;;"visceres yang fu";;
"les six fu";;;"visceres yang fu estomac vesicule biliaire intestin grele gros intestin vessie triple rechauffeur";;
"le tchi";;;"qi tchi energie vitale";;
"tchi insuffisant";;;"vide de qi qi insuffisant tchi vide";;
"tchi en vide";;;"vide de qi qi vide tchi vide";;
"tchi epuise";;;"vide de qi qi epuise tchi vide";;
"tchi qui stagne";;;"stagnation de qi qi stagnant tchi bloque";;
"tchi bloque";;;"stagnation de qi qi bloque tchi bloque";;
"le tchi ne circule plus";;;"stagnation de qi obstruction meridien tchi bloque";;
"tchi en exces";;;"plenitude de qi tchi en exces";;
"manque de tchi";;;"vide de qi manque de qi tchi vide";;
"iong";;;"iong energie nutritive ying qi";;
"l iong";;;"iong energie nutritive";;
"iong vide";;;"iong insuffisante vide d iong";;
"iong insuffisante";;;"iong insuffisante vide d iong";;
"iong faiblit";;;"iong insuffisante vide d iong";;
"iong epuisee";;;"iong insuffisante vide d iong";;
"l iong ne nourrit plus";;;"iong insuffisante vide d iong";;
"deficit d iong";;;"iong insuffisante vide d iong";;
"oe";;;"oe energie defensive wei qi";;
"l oe";;;"oe energie defensive";;
"oe en exces";;;"oe en plenitude plenitude d oe";;
"oe locale excessive";;;"oe en plenitude plenitude d oe";;
"oe qui monte";;;"oe en plenitude chaleur de surface";;
"oe qui ne circule plus";;;"oe bloquee stagnation de qi";;
"oe locale en exces";;;"oe en plenitude chaleur locale";;
"oe ne protege plus";;;"vide d oe energie defensive insuffisante";;
"oe insuffisante";;;"vide d oe energie defensive insuffisante";;
"defense insuffisante";;;"vide d oe oe insuffisante";;
"tsing";;;"tsing jing essence energie ancestrale";;
"le tsing";;;"tsing jing essence";;
"tsing vide";;;"vide de jing tsing epuise jing vide";;
"tsing insuffisant";;;"vide de jing tsing epuise jing insuffisant";;
"tsing epuise";;;"vide de jing tsing epuise jing epuise";;
"tsing du rein";;;"jing du rein essence renale tsing rein";;
"tsing du rein vide";;;"vide de jing du rein jing du rein vide tsing epuise";;
"l energie ancestrale s epuise";;;"vide de jing tsing epuise energie ancestrale epuisee";;
"l energie ancestrale faiblit";;;"vide de jing tsing epuise energie ancestrale epuisee";;
"meridien principal";;;"obstruction meridien meridien atteint";;
"meridien principal atteint";;;"obstruction meridien meridien atteint";;
"meridien principal bloque";;;"obstruction meridien meridien bloque";;
"meridien principal obstrue";;;"obstruction meridien meridien obstrue";;
"atteinte du meridien principal";;;"obstruction meridien atteinte meridien";;
"colere";;;"stagnation qi foie foie bloque";;
"colere refoulee";;;"stagnation qi foie foie bloque";;
"colere contenue";;;"stagnation qi foie foie bloque";;
"frustration";;;"stagnation qi foie foie bloque";;
"frustration refoulee";;;"stagnation qi foie foie bloque";;
"irritabilite";;;"yang du foie montant stagnation qi foie";;
"impatience";;;"stagnation qi foie yang du foie montant";;
"enervement";;;"stagnation qi foie yang du foie montant";;
"rage";;;"feu du foie yang du foie montant";;
"agacement";;;"stagnation qi foie";;
"ressentiment";;;"stagnation qi foie foie bloque";;
"joie excessive";;;"shen perturbe shen agite coeur perturbe";;
"excitation excessive";;;"shen perturbe shen agite";;
"manie";;;"shen perturbe shen agite feu du coeur";;
"agitation mentale";;;"shen perturbe shen agite";;
"souci";;;"yi perturbe vide qi rate rate affaiblie";;
"soucis";;;"yi perturbe vide qi rate rate affaiblie";;
"inquietude";;;"yi perturbe vide qi rate";;
"surmenage intellectuel";;;"yi perturbe vide qi rate rate epuisee";;
"pensee excessive";;;"yi perturbe rumination pathologique";;
"reflexion excessive";;;"yi perturbe rumination pathologique vide qi rate";;
"tristesse";;;"po perturbe melancolie profonde tristesse metal poumon";;
"deuil";;;"po perturbe deuil non resolu tristesse metal";;
"chagrin";;;"po perturbe melancolie profonde tristesse metal";;
"melancolie";;;"po perturbe melancolie profonde tristesse metal";;
"nostalgie envahissante";;;"po perturbe melancolie profonde";;
"peur";;;"zhi perturbe peur chronique envahissante rein";;
"peur chronique";;;"zhi perturbe peur chronique envahissante rein";;
"terreur";;;"zhi perturbe rein peur pathologique rein";;
"frayeur";;;"shen perturbe zhi perturbe rein";;
"angoisse profonde";;;"zhi perturbe peur chronique envahissante rein";;
"manque de volonte";;;"zhi perturbe volonte affaiblie vide yang rein";;
"le foie ne gouverne plus les tendons";;;"vide sang foie tendons non nourris foie vb tendons";;
"le foie ne stocke plus le sang";;;"vide sang foie sang du foie vide";;
"le foie ne draine plus";;;"stagnation qi foie foie bloque";;
"le libre flux du foie est entrave";;;"stagnation qi foie foie bloque";;
"la rate ne transforme plus";;;"vide qi rate rate insuffisante";;
"la rate ne transporte plus";;;"vide qi rate rate insuffisante";;
"la rate ne monte plus";;;"vide qi rate qi de la rate ne monte plus prolapsus";;
"le qi de la rate ne monte plus";;;"vide qi rate qi de la rate ne monte plus prolapsus";;
"la rate ne retient plus le sang";;;"vide qi rate rate ne retient plus le sang";;
"la rate ne produit plus le sang";;;"vide qi rate vide sang rate";;
"la terre ne transforme plus";;;"vide qi rate rate insuffisante terre affaiblie";;
"le poumon ne diffuse plus";;;"vide qi poumon qi du poumon insuffisant";;
"le poumon ne fait plus descendre";;;"vide qi poumon rebellion qi";;
"le poumon ne gouverne plus le qi";;;"vide qi poumon qi du poumon insuffisant";;
"diffusion du poumon insuffisante";;;"vide qi poumon qi du poumon insuffisant";;
"le metal ne descend plus";;;"vide qi poumon rebellion qi";;
"le rein ne gouverne plus l eau";;;"vide yang rein yang du rein insuffisant";;
"le rein ne stocke plus le jing";;;"vide jing rein jing du rein vide";;
"le rein ne retient plus";;;"vide qi rein rein qui ne retient plus";;
"le rein ne rechauffe plus la rate";;;"rate non rechauffee vide yang rein yang du rein insuffisant";;
"le feu du ming men ne rechauffe plus";;;"ming men insuffisant vide yang rein feu du ming men";;
"le coeur ne gouverne plus le sang";;;"vide qi coeur vide sang coeur";;
"le coeur n abrite plus le shen";;;"shen perturbe coeur ne peut plus ancrer le shen";;
"le coeur ne propulse plus";;;"vide qi coeur stagnation de sang";;
"fong externe";;;"vent externe fong externe invasion de fong";;
"invasion de fong";;;"vent externe fong externe agression de fong";;
"agression de fong";;;"vent externe fong externe invasion de fong";;
"fong froid";;;"vent externe fong externe vent froid fong froid";;
"fong chaleur";;;"vent externe fong externe vent chaleur fong chaleur";;
"attrape un fong";;;"vent externe fong externe invasion de fong";;
"pris un fong";;;"vent externe fong externe invasion de fong";;
"fong attaque le poumon";;;"vent externe fong externe poumon attaque par le vent invasion externe poumon";;
"fong envahit la surface";;;"vent externe fong externe invasion de fong vent froid en surface";;
"tou mo";;;"du mai vaisseau gouverneur tou mo";;
"tou mo insuffisant";;;"du mai insuffisant tou mo vide yang ne monte plus";;
"tou mo fragilise";;;"du mai fragilise tou mo vide";;
"jenn mo";;;"ren mai vaisseau conception jenn mo";;
"jenn mo fragilise";;;"ren mai fragilise jenn mo vide yin insuffisant pour ancrer";;
"jenn mo insuffisant";;;"ren mai insuffisant jenn mo vide";;
"tchrong mo";;;"chong mai vaisseau penetrant tchrong mo";;
"le tchrong mo ne distribue plus";;;"chong mai insuffisant tchrong mo vide";;
"tae mo";;;"dai mai vaisseau ceinture tae mo";;
"yang tsiao mo";;;"yang qiao mo yang tsiao mo";;
"yin tsiao mo";;;"yin qiao mo yin tsiao mo";;
"yang oe mo";;;"yang wei mo yang oe mo";;
"yin oe mo";;;"yin wei mo yin oe mo";;
"atteinte du tae yang";;;"tae yang tai yang niveau tae yang";;
"syndrome tae yang";;;"tae yang tai yang niveau tae yang";;
"atteinte du chao yang";;;"chao yang shao yang niveau chao yang";;
"syndrome chao yang";;;"chao yang shao yang niveau chao yang";;
"demi surface demi profondeur";;;"chao yang shao yang niveau chao yang";;
"charniere";;;"chao yang shao yang niveau chao yang";;
"atteinte du yang ming";;;"yang ming niveau yang ming";;
"syndrome yang ming";;;"yang ming niveau yang ming";;
"atteinte du tae yin";;;"tae yin tai yin niveau tae yin";;
"syndrome tae yin";;;"tae yin tai yin niveau tae yin";;
"atteinte du chao yin";;;"chao yin shao yin niveau chao yin";;
"syndrome chao yin";;;"chao yin shao yin niveau chao yin";;
"atteinte du tsieu yin";;;"tsieu yin tsiue yin jue yin niveau tsieu yin";;
"atteinte du tsiue yin";;;"tsieu yin tsiue yin jue yin niveau tsiue yin";;
"syndrome tsieu yin";;;"tsieu yin tsiue yin jue yin niveau tsieu yin";;
"syndrome tsiue yin";;;"tsieu yin tsiue yin jue yin niveau tsiue yin";;
"coeur et rein ne communiquent plus";;;"dysharmonie coeur rein axe eau feu brise vide yin rein shen perturbe";;
"le feu et l eau ne communiquent plus";;;"dysharmonie coeur rein axe eau feu brise";;
"axe coeur rein brise";;;"dysharmonie coeur rein axe eau feu brise";;
"axe eau feu brise";;;"dysharmonie coeur rein axe eau feu brise";;
"l eau ne monte plus vers le feu";;;"dysharmonie coeur rein vide yin rein axe eau feu brise";;
"le feu ne descend plus vers l eau";;;"dysharmonie coeur rein axe eau feu brise";;
"yang apparent du rein";;;"yang apparent feu du vide yang flottant rein vide yin rein";;
"faux yang du rein";;;"yang apparent feu du vide rein vide yin rein";;
"chaleur sur vide de yin";;;"yang apparent feu du vide chaleur de vide vide yin";;
"feu sur vide de yin";;;"yang apparent feu du vide vide yin";;
"yang monte car le yin ne retient plus";;;"yang apparent feu du vide yang non ancre vide yin";;
"prolapsus";;;"vide qi rate qi de la rate ne monte plus prolapsus";;
"ptose";;;"vide qi rate qi de la rate ne monte plus prolapsus";;
"descente d organe";;;"vide qi rate qi de la rate ne monte plus prolapsus";;
"les chairs ne tiennent plus";;;"vide qi rate qi de la rate ne monte plus";;
"qi ne monte plus";;;"vide qi rate qi de la rate ne monte plus";;
"faire circuler le sang";;;"faire circuler le sang disperser stases sanguines";;
"activer le sang";;;"faire circuler le sang disperser stases sanguines";;
"mobiliser le sang";;;"faire circuler le sang";;
"disperser les stases";;;"disperser stases sanguines stagnation de sang";;
"lever les stases";;;"disperser stases sanguines stagnation de sang";;
"sang a faire circuler";;;"faire circuler le sang stagnation de sang";;
"faire circuler le qi";;;"faire circuler le qi stagnation qi";;
"faire circuler l energie";;;"faire circuler le qi stagnation qi";;
"relancer la circulation du qi";;;"faire circuler le qi stagnation qi";;
"debloquer le qi";;;"faire circuler le qi stagnation qi qi bloque";;
"relancer le qi";;;"faire circuler le qi";;
"relancer l energie";;;"faire circuler le qi";;
"faire descendre le qi";;;"faire descendre le qi rebellion qi estomac";;
"abaisser le qi";;;"faire descendre le qi";;
"le qi doit redescendre";;;"faire descendre le qi rebellion qi estomac";;
"ramener le qi vers le bas";;;"faire descendre le qi";;
"ancrer le yang";;;"ancrer le yang nourrir le yin yang non ancre";;
"le yang doit etre ancre";;;"ancrer le yang yang non ancre";;
"ramener le yang vers le bas";;;"ancrer le yang disperser le yang du foie";;
"yang a ancrer";;;"ancrer le yang yang non ancre yang flottant";;
"disperser la chaleur";;;"disperser la chaleur clarifier la chaleur";;
"clarifier la chaleur";;;"disperser la chaleur clarifier la chaleur";;
"evacuer la chaleur";;;"disperser la chaleur clarifier la chaleur";;
"rafraichir la chaleur";;;"disperser la chaleur clarifier la chaleur";;
"eteindre le feu";;;"disperser la chaleur clarifier la chaleur";;
"purger la chaleur";;;"disperser la chaleur purgation chaleur";;
"langue rouge sans enduit";;;"vide de yin chaleur de vide yang apparent feu du vide";;
"langue pale";;;"vide de yang vide de sang vide qi";;
"langue pale et gonflée";;;"vide de yang vide qi humidite";;
"langue rouge avec enduit jaune";;;"chaleur humidite chaleur";;
"enduit blanc";;;"froid interne vide yang";;
"enduit jaune";;;"chaleur humidite chaleur";;
"langue violette";;;"stagnation de sang stase sanguine";;
"langue foncee";;;"stagnation de sang stase sanguine";;
"teint pale";;;"vide de yang vide de sang vide qi";;
"teint terne";;;"vide de sang stagnation de sang";;
"teint jaune";;;"vide qi rate humidite rate";;
"teint rouge";;;"chaleur yang du foie montant feu";;
"os fragiles";;;"vide jing rein jing du rein vide";;
"osteoporose";;;"vide jing rein jing du rein vide vide yin rein";;
"vieillissement premature";;;"vide jing rein jing du rein vide tsing epuise";;
"cheveux blancs precoces";;;"vide jing rein jing du rein vide";;
"dents qui se dechaussent";;;"vide jing rein jing du rein vide";;
